show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s2919,Movie,The Ghost and the Tout,Charles Uwagbai,"Toyin Abraham, Sambasa Nzeribe, Chioma Chukwuka Akpotha, Chioma Omeruah, Chiwetalu Agu, Dele Odule, Femi Adebayo, Bayray McNwizu, Biodun Stephen",2020-02-14,2018,TV-14,100 min,"Comedies, International Movies",netflix,Para adolescentes,"['Comedies', ' International Movies']"
s2920,Movie,Dragon Quest Your Story,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa","Takeru Sato, Kasumi Arimura, Haru, Kentaro Sakaguchi, Takayuki Yamada, Kendo Kobayashi, Ken Yasuda, Arata Furuta, Suzuki Matsuo, Koichi Yamadera, Arata Iura, Chikako Kaku, Kotaro Yoshida",2020-02-13,2019,TV-PG,103 min,"Action & Adventure, Anime Features, Children & Family Movies",netflix,Para niños mayores,"['Action & Adventure', ' Anime Features', ' Children & Family Movies']"
s2921,TV Show,Love Is Blind,Desconocido,"Nick Lachey, Vanessa Lachey",2020-02-13,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",netflix,Para adultos,"['Reality TV', ' Romantic TV Shows']"
s2922,TV Show,Narcos: Mexico,Desconocido,"Michael PeÃ±a, Diego Luna, Tenoch Huerta, Joaquin Cosio, JosÃ© MarÃ­a Yazpik, Matt Letscher, Alyssa Diaz",2020-02-13,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",netflix,Para adultos,"['Crime TV Shows', ' TV Action & Adventure', ' TV Dramas']"
s2923,TV Show,Palazuelos mi rey,Desconocido,Roberto Palazuelos,2020-02-13,2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Reality TV', ' Spanish-Language TV Shows']"
s2924,TV Show,Sleepless Society: Insomnia,"Pantham Thongsang, Cheewatan Pusitsuksa","Chutimon Chuengcharoensukying, Sutthirak Subvijitra, Nutthasit Kotimanuswanich, Sita Maharavidejakorn, Sutthatip Wutichaipradit, Warisara Yu, Chokchai Charoensuk, Supoj Pongpancharoen, Nikorn Sae Tang, Gandhi Wasuwitchayagit, Petchpatchara Kitkrairaj, Duangjai Hirunsri, Nilacha Fuangfukiet, Teeranai Na Nongkà¹hai, Sumontha Suanpolrat, Wimolphan Chaleejunghan, Damkerng Thitapiyasak, Natthawara Hongsuwan, Nunthapak Chalermpuwadej, Tachatorn Supanan",2020-02-13,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",netflix,Para adultos,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']"
s2925,Movie,French Toast,"Paul KrÃ¼ger, AnÃ©l Stolp","Lika Berning, Thierry Ballarin, Deon Lotz, HelÃ©ne Lombard, Paul du Toit, Roberta Fox, Trudi Conradie, Rod Alexander, Lochner De Kock, Tony Caprari",2020-02-12,2015,TV-PG,86 min,"Comedies, International Movies, Romantic Movies",netflix,Para niños mayores,"['Comedies', ' International Movies', ' Romantic Movies']"
s2926,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart, Janel Parrish, Ross Butler, Madaleine Arthur, Emilija Baranac, Trezzo Mahoro, Holland Taylor, Sarayu Blue, John Corbett",2020-02-12,2020,TV-14,102 min,"Comedies, Romantic Movies",netflix,Para adolescentes,"['Comedies', ' Romantic Movies']"
s2927,TV Show,We Bare Bears,Desconocido,"Eric Edelstein, Demetri Martin, Bobby Moynihan",2020-02-12,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",netflix,Para todas las edades / niños pequeños,"[""Kids' TV"", ' TV Comedies']"
s2928,Movie,Captain Underpants Epic Choice-o-Rama,Desconocido,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Todd Grimes, Peter Hastings, Evan Kishiyama, David Koechner, Phil LaMarr, Erica Luttrell, Patty Mattson, Brennan Murray, Nolan North",2020-02-11,2020,TV-Y7,81 min,"Children & Family Movies, Comedies",netflix,Para niños mayores,"['Children & Family Movies', ' Comedies']"
s2929,Movie,Good Time,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",2020-02-11,2017,R,101 min,"Dramas, Independent Movies, Thrillers",netflix,Para adultos,"['Dramas', ' Independent Movies', ' Thrillers']"
s2930,Movie,ROAD TO ROMA,Andres Clariond,No Disponible,2020-02-11,2020,TV-PG,73 min,"Documentaries, International Movies",netflix,Para niños mayores,"['Documentaries', ' International Movies']"
s2931,Movie,Love for Sale 2,Andibachtiar Yusuf,"Della Dartyan, Adipati Dolken, Ratna Riantiarno, Ariyo Wahab, Bastian Steel, Gading Marten, Putri Ayudya, Taskya Namya, Egi Fedly, Yayu Unru, Abdurrahman Arif",2020-02-10,2019,TV-14,96 min,"Dramas, International Movies, Romantic Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Romantic Movies']"
s2932,TV Show,Better Call Saul,Desconocido,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",2020-02-09,2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",netflix,Para adultos,"['Crime TV Shows', ' TV Comedies', ' TV Dramas']"
s2933,Movie,Fronteras,Andrew Dean,"Steve Oropeza, Steven Sean Garland, Wade Everett, Randy Green, Cortez Chappell, Tori Osborn, Larry Coulter, Cris Acosta",2020-02-09,2018,TV-MA,106 min,"Dramas, Independent Movies, Thrillers",netflix,Para adultos,"['Dramas', ' Independent Movies', ' Thrillers']"
s2934,Movie,Polaroid,Lars Klevberg,"Kathryn Prescott, Mitch Pileggi, Grace Zabriskie, Tyler Young, Samantha Logan, Javier Botet, Katie Stevens, Madelaine Petsch, Priscilla Quintana, Davi Santos, Keenan Tracey",2020-02-09,2019,PG-13,88 min,Horror Movies,netflix,Para adolescentes,['Horror Movies']
s2935,Movie,The Coldest Game,Lukasz Kosmicki,"Bill Pullman, Lotte Verbeek, Robert WiÄckiewicz, James Bloor, Aleksey Serebryakov, Corey Johnson, Nicholas Farrell, Evgeniy Sidikhin",2020-02-08,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers",netflix,Para adultos,"['Dramas', ' International Movies', ' Thrillers']"
s2936,Movie,Thottappan,Shanavas K. Bavakutty,"Priyamvada Krishnan, Vinayakan, Roshan Mathew, Dileesh Pothan, Manoj K. Jayan, Lal, Irshad Ali, Sunitha",2020-02-08,2019,TV-14,139 min,"Comedies, Dramas, International Movies",netflix,Para adolescentes,"['Comedies', ' Dramas', ' International Movies']"
s2937,Movie,Azali,Kwabena Gyansah,"Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu, Emmanuel Nii Adom Quaye, Peter Ritchie",2020-02-07,2018,TV-14,89 min,"Dramas, International Movies",netflix,Para adolescentes,"['Dramas', ' International Movies']"
s2938,TV Show,Dragons: Rescue Riders,Desconocido,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",2020-02-07,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",netflix,Para todas las edades / niños pequeños,"[""Kids' TV"", ' TV Comedies']"
s2939,TV Show,Fifty: The Series,Desconocido,"Ireti Doyle, Keira Hewatch, Dakore Akande, Omoni Oboli, Uzor Osimkpa, Wale Ojo, Timini Egbuson, Chris Attoh, Kachi Nnochiri",2020-02-07,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",netflix,Para adolescentes,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']"
s2940,Movie,Horse Girl,Jeff Baena,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",2020-02-07,2020,R,104 min,"Dramas, Independent Movies",netflix,Para adultos,"['Dramas', ' Independent Movies']"
s2941,Movie,Jada,Kumaran,"Kathir, Kishore Kumar G., Roshini, Yogi Babu, Kishore",2020-02-07,2019,TV-14,124 min,"Dramas, International Movies, Sports Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Sports Movies']"
s2942,TV Show,Locke & Key,Desconocido,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Laysla De Oliveira, Griffin Gluck, Sherri Saum, Aaron Ashmore, Bill Heck, Genevieve Kang, Kevin Alves, Thomas Mitchell Barnet, Eric Graise, Felix Mallard, Martin Roach, Steven Williams, Coby Bird",2020-02-07,2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",netflix,Para adolescentes,"['TV Action & Adventure', ' TV Dramas', ' TV Mysteries']"
s2943,TV Show,My Holo Love,Desconocido,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon",2020-02-07,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']"
s2944,Movie,The Ballad of Lefty Brown,Jared MoshÃ©,"Bill Pullman, Kathy Baker, Jim Caviezel, Joseph Anderson, Diego Josef, Tommy Flanagan, Peter Fonda",2020-02-07,2017,R,112 min,Dramas,netflix,Para adultos,['Dramas']
s2945,TV Show,Who Killed Malcolm X?,Desconocido,No Disponible,2020-02-07,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",netflix,Para adultos,"['Crime TV Shows', ' Docuseries']"
s2946,TV Show,Cagaster of an Insect Cage,Desconocido,"Yoshimasa Hosoya, Kana Hanazawa, Natsuki Hanae, Takahiro Sakurai, Daisuke Namikawa, Toshiyuki Morikawa, Kazuyuki Okitsu, Junichi Suwabe, Tomohiro Shiozaki, Ai Kayano, Tetsu Shiratori, Yasuhiro Mamiya, Daiki Yamashita, Akari Kito, Tomokazu Sugita, Aoi Yuki, Kohsuke Toriumi",2020-02-06,2020,TV-MA,1 Season,"Anime Series, International TV Shows",netflix,Para adultos,"['Anime Series', ' International TV Shows']"
s2947,Movie,Gardeners of Eden,"Austin Peck, Anneliese Vandenberg","Kristin Davis, Daphne Sheldrick, Nick Trent, Julious Shivenga, Benjamin Kyalo",2020-02-06,2014,TV-14,70 min,Documentaries,netflix,Para adolescentes,['Documentaries']
s2948,TV Show,Arrow,James Bamford,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",2020-02-05,2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure",netflix,Para adolescentes,"['Crime TV Shows', ' TV Action & Adventure']"
s2949,TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",No Disponible,2020-02-05,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",netflix,Para adultos,"['Crime TV Shows', ' Docuseries']"
s2950,Movie,Uppity: The Willy T. Ribbs Story,"Nate Adams, Adam Carolla",Willy T. Ribbs,2020-02-05,2020,TV-MA,106 min,"Documentaries, Sports Movies",netflix,Para adultos,"['Documentaries', ' Sports Movies']"
s2951,Movie,Dragonheart: Vengeance,Ivan Silvestrini,"Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle",2020-02-04,2020,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy",netflix,Para adolescentes,"['Action & Adventure', ' Sci-Fi & Fantasy']"
s2952,Movie,"Faith, Hope & Love",Robert Krantz,"Robert Krantz, Peta Murgatroyd, Corbin Bernsen, Michael Richards, Nancy Stafford",2020-02-04,2019,PG,106 min,"Comedies, Faith & Spirituality, Romantic Movies",netflix,Para niños mayores,"['Comedies', ' Faith & Spirituality', ' Romantic Movies']"
s2953,Movie,Tom Papa: You're Doing Great!,Gregory Jacobs,Tom Papa,2020-02-04,2020,TV-14,60 min,Stand-Up Comedy,netflix,Para adolescentes,['Stand-Up Comedy']
s2954,TV Show,Team Kaylie,Desconocido,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",2020-02-03,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies",netflix,Para niños mayores,"[""Kids' TV"", ' TV Comedies']"
s2955,Movie,Thambi,Jeethu Joseph,"Jyothika, Sathyaraj, Karthi, Showkar Janaki, Nikhila Vimal, Havarasu, Anson Paul",2020-02-03,2019,TV-14,148 min,"International Movies, Thrillers",netflix,Para adolescentes,"['International Movies', ' Thrillers']"
s2956,Movie,The Silent War,Alfonso CortÃ©s-Cavanillas,"Asier Etxeandia, Marian Ãlvarez, Hugo Silva, Aitor Luna, Imanol Arias, Olimpia Melinte, Ruth DÃ­az, Jorge Basanta, Stephanie Gil, Roberto Bonacini",2020-02-03,2020,TV-MA,122 min,"Dramas, International Movies, Thrillers",netflix,Para adultos,"['Dramas', ' International Movies', ' Thrillers']"
s2957,Movie,Chronically Metropolitan,Xavier Manrique,"Shiloh Fernandez, Ashley Benson, Josh Peck, Addison Timlin, Chris Noth, Mary-Louise Parker",2020-02-01,2016,TV-MA,86 min,"Comedies, Dramas, Independent Movies",netflix,Para adultos,"['Comedies', ' Dramas', ' Independent Movies']"
s2958,Movie,Hum Aapke Hain Koun,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane, Anupam Kher, Reema Lagoo, Alok Nath, Bindu",2020-02-01,1994,TV-14,193 min,"Classic Movies, Dramas, International Movies",netflix,Para adolescentes,"['Classic Movies', ' Dramas', ' International Movies']"
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Desconocido,"Yoshitsugu Matsuoka, Inori Minase, Saori Onishi, Maaya Uchida, Haruka Tomatsu, Shizuka Ishigami, Yoko Hikasa, Yurika Kubo, Nobuhiko Okamoto, Saori Hayami, Yoshimasa Hosoya, Chinatsu Akasaki, Akeno Watanabe, Haruka Chisuga, Wakana Kowaka, Ayumi Mano, Kenn, Ryota Osaka",2020-02-01,2015,TV-MA,1 Season,"Anime Series, International TV Shows",netflix,Para adultos,"['Anime Series', ' International TV Shows']"
s2960,TV Show,Itaewon Class,Desconocido,"Park Seo-joon, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra, Kim Dong-hee, Ahn Bo-hyun, Kim Hye-eun, Ryu Gyeong-su, Lee Joo-young, Chris Lyon",2020-02-01,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",netflix,Para adultos,"['International TV Shows', ' Korean TV Shows', ' TV Dramas']"
s2961,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",2020-02-01,2017,R,92 min,Movies,netflix,Para adultos,['Movies']
s2962,Movie,Love Jacked,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn",2020-02-01,2018,PG-13,94 min,"Comedies, International Movies, Romantic Movies",netflix,Para adolescentes,"['Comedies', ' International Movies', ' Romantic Movies']"
s2963,TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, AndrÃ© Gordon, Matthew Mercer, Christopher Corey Smith, Philece Sampler, Selah Victor, Marieve Herington, Ben Diskin, Kira Buckland, Erin Fitzgerald, Grant George, Ethan Murray, David Roach, Todd Haberkorn",2020-02-01,2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure",netflix,Para niños mayores,"[""Kids' TV"", ' TV Action & Adventure']"
s2964,Movie,Misfit 2,Erwin van den Eshof,"Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, DÃ©fano Holwijn",2020-02-01,2019,TV-G,82 min,"Children & Family Movies, Comedies, International Movies",netflix,Para todas las edades / niños pequeños,"['Children & Family Movies', ' Comedies', ' International Movies']"
s2965,Movie,Night on Earth: Shot in the Dark,Desconocido,Samira Wiley,2020-02-01,2020,TV-PG,59 min,Movies,netflix,Para niños mayores,['Movies']
s2966,TV Show,No Game No Life,Desconocido,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Mugihito, Naomi Shindo",2020-02-01,2014,TV-MA,1 Season,"Anime Series, International TV Shows",netflix,Para adultos,"['Anime Series', ' International TV Shows']"
s2967,TV Show,Pop Team Epic,Desconocido,No Disponible,2020-02-01,2018,TV-14,1 Season,"Anime Series, International TV Shows",netflix,Para adolescentes,"['Anime Series', ' International TV Shows']"
s2968,TV Show,Shopkins,Desconocido,Kate Murphy,2020-02-01,2014,TV-Y,1 Season,Kids' TV,netflix,Para todas las edades / niños pequeños,"[""Kids' TV""]"
s2969,Movie,The Car: Road to Revenge,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",2020-02-01,2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",netflix,Para adultos,"['Action & Adventure', ' Horror Movies', ' Sci-Fi & Fantasy']"
s2970,Movie,Together For Eternity,Sooraj R. Barjatya,"Salman Khan, Karisma Kapoor, Saif Ali Khan, Tabu, Sonali Bendre, Mohnish Bahl, Reema Lagoo, Mahesh Thakur, Neelam, Alok Nath",2020-02-01,1999,TV-G,176 min,"Dramas, International Movies, Music & Musicals",netflix,Para todas las edades / niños pequeños,"['Dramas', ' International Movies', ' Music & Musicals']"
s2971,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",2020-01-31,2020,TV-MA,116 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2972,TV Show,Diablero,Desconocido,"Christopher Von Uckermann, Horacio GarcÃ­a Rojas, Gisselle Kuri, FÃ¡tima Molina, Dolores Heredia, Humberto Busto, Quetzalli CortÃ©s, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas",2020-01-31,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",netflix,Para adultos,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Action & Adventure']"
s2973,Movie,Gang of the Caribbean,Jean-Claude Flamand-Barny,"DjÃ©djÃ© Apali, Eriq Ebouaney, Adama Niane, Vincent Vermignon, Djibril PavadÃ©, Zita Hanrot, Karim Belkhadra, Lise Lomi, ZoÃ© Charron, Jocelyne BÃ©roard, Julien Courbey, Lucien Jean-Baptiste, Romane Bohringer, Mathieu Kassovitz",2020-01-31,2016,TV-MA,86 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2974,Movie,Hakkunde,Oluseyi Asurf,"Frank Donga, Rahama Sadau, Ali Nuhu, Toyin Aimakhu, Tunbosun Aiyedehin, Maryam Booth, Ahaji Issa Bello, Adebukola, Bukky Ajayi, Ibrahim Daddy, Seyilaw, Tomiwa Kukoyi",2020-01-31,2017,TV-14,93 min,"Comedies, Dramas, Independent Movies",netflix,Para adolescentes,"['Comedies', ' Dramas', ' Independent Movies']"
s2975,TV Show,Luna Nera,Desconocido,"Antonia Fotaras, Giorgio Belli, Manuela Mandracchia, Roberto De Francesco, Federica Fracassi, Lucrezia Guidone, Adalgisa Manfrida, Giada Gagliardi, Giandomenico Cupaiuolo, Gloria Carovana, Filippo Scotti",2020-01-31,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",netflix,Para adultos,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']"
s2976,Movie,Miss Americana,Lana Wilson,Taylor Swift,2020-01-31,2020,TV-MA,85 min,"Documentaries, Music & Musicals",netflix,Para adultos,"['Documentaries', ' Music & Musicals']"
s2977,TV Show,Unauthorized Living,Desconocido,"JosÃ© Coronado, Ãlex GonzÃ¡lez, Claudia Traisac, LuÃ­s Zahera, Pilar Castro, Ãlex Monner, Giulia Charm, Unax Ugalde, Ricardo GÃ³mez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, MarÃ­a Guinea, Ãdgar Vittorino, Javier Abad, Daniel CurrÃ¡s, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis GÃ³mez, Miguel Borines, Ana Villagrasa, Xavier EstÃ©vez, Carlos HipÃ³lito",2020-01-31,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix,Para adultos,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']"
s2978,TV Show,Ainori Love Wagon: African Journey,Desconocido,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",2020-01-30,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']"
s2979,Movie,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,Kevin Hart,2020-01-30,2009,TV-MA,62 min,Stand-Up Comedy,netflix,Para adultos,['Stand-Up Comedy']
s2980,TV Show,THE STRANGER,Desconocido,"Richard Armitage, Siobhan Finneran, Jennifer Saunders, Shaun Dooley, Paul Kaye, Dervla Kirwan, Kadiff Kirwan, Hannah John-Kamen, Anthony Head, Stephen Rea, Jacob Dudman, Ella-Rae Smith, Brandon Fellows, Misha Handley",2020-01-30,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",netflix,Para adultos,"['British TV Shows', ' Crime TV Shows', ' International TV Shows']"
s2981,TV Show,What the Love! with Karan Johar,Desconocido,Karan Johar,2020-01-30,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']"
s2982,Movie,Close Enemies,David Oelhoffen,"Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Sofiane Zermani, Sabrina Ouazani, Gwendolyn Gourvenec, Nicolas Giraud, Yann Goven, Astrid Whettnall, Ahmed Benaissa, Marc BarbÃ©",2020-01-29,2018,TV-MA,112 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
