show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s263,Movie,Night at the Museum,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry",2021-04-02,2006,PG,109 min,"Action-Adventure, Comedy, Family",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Family']"
s264,TV Show,Secrets Of The Zoo,Desconocido,Mocean Melvin,2021-04-02,2017,TV-PG,4 Seasons,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s265,Movie,Sharks Of The Bermuda Triangle,Desconocido,Mike New,2021-04-02,2020,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s266,TV Show,Star Wars Vintage: Clone Wars 2D Micro-Series,Desconocido,"Mat Lucas, James Arnold Taylor, Tom Kane, Grey DeLisle, Corey Burton, AndrÃ© Sogliuzzo",2021-04-02,2021,TV-Y7-FV,1 Season,Series,disney,Para niños mayores,['Series']
s267,Movie,Star Wars Vintage: Story of the Faithful Wookiee,Desconocido,No Disponible,2021-04-02,2021,TV-Y7-FV,9 min,Animation,disney,Para niños mayores,['Animation']
s268,TV Show,Star Wars: Ewoks,Desconocido,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",2021-04-02,1985,TV-Y7-FV,2 Seasons,"Action-Adventure, Animation, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Fantasy']"
s269,Movie,The Big Year,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston, Rashida Jones",2021-04-02,2011,PG,101 min,"Animals & Nature, Comedy",disney,Para niños mayores,"['Animals & Nature', ' Comedy']"
s270,Movie,The Last Ice,Scott Ressler,No Disponible,2021-04-02,2020,TV-14,82 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s271,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith",2021-04-02,1959,G,107 min,"Action-Adventure, Coming of Age, Family",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Coming of Age', ' Family']"
s272,TV Show,Walk the Prank,Desconocido,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",2021-04-02,2016,TV-Y7,3 Seasons,"Comedy, Reality",disney,Para niños mayores,"['Comedy', ' Reality']"
s273,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings",2021-03-26,2011,G,86 min,"Action-Adventure, Animation, Family",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Family']"
s274,TV Show,Pickle and Peanut,Desconocido,"Johnny Pemberton, Jon Heder, Dana Snyder, Joel Trussell",2021-03-26,2015,TV-Y7,2 Seasons,Comedy,disney,Para niños mayores,['Comedy']
s275,TV Show,The Mighty Ducks: Game Changers,Desconocido,No Disponible,2021-03-26,2021,TV-PG,1 Season,"Comedy, Drama, Sports",disney,Para niños mayores,"['Comedy', ' Drama', ' Sports']"
s276,TV Show,Disney Big Hero 6 The Series,Desconocido,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",2021-03-19,2017,TV-G,3 Seasons,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s277,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",2021-03-19,2019,Desconocido,53 min,"Biographical, Documentary, Music",disney,Desconocido,"['Biographical', ' Documentary', ' Music']"
s278,TV Show,Mexico Untamed,Desconocido,Juan Monsalvez,2021-03-19,2018,TV-PG,1 Season,"Animals & Nature, Docuseries",disney,Para niños mayores,"['Animals & Nature', ' Docuseries']"
s279,TV Show,The Falcon and The Winter Soldier,Desconocido,"Anthony Mackie, Sebastian Stan, Daniel BrÃ¼hl, Emily VanCamp, Wyatt Russell",2021-03-19,2021,TV-14,1 Season,"Action-Adventure, Buddy, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Buddy', ' Science Fiction']"
s280,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",2021-03-12,2020,TV-Y,24 min,"Animation, Kids, Medical",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids', ' Medical']"
s281,TV Show,Marvel Studios ASSEMBLED,Desconocido,No Disponible,2021-03-12,2021,Desconocido,1 Season,"Anthology, Docuseries",disney,Desconocido,"['Anthology', ' Docuseries']"
s282,Movie,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett, Allison Janney",2021-03-12,2016,PG-13,127 min,"Coming of Age, Fantasy",disney,Para adolescentes,"['Coming of Age', ' Fantasy']"
s283,Movie,Own the Room,"Cristina Costantini, Darren Foster","Alondra Toledo, Daniela Blanco, Henry Onyango, Jason Hadzikostas, Santosh Pandey",2021-03-12,2021,TV-14,91 min,Documentary,disney,Para adolescentes,['Documentary']
s284,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray",2021-03-05,2006,PG,79 min,"Comedy, Family, Kids",disney,Para niños mayores,"['Comedy', ' Family', ' Kids']"
s285,TV Show,American Dragon: Jake Long,Desconocido,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",2021-02-26,2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s286,TV Show,Car SOS,Desconocido,No Disponible,2021-02-26,2012,TV-PG,8 Seasons,"Buddy, Comedy, Docuseries",disney,Para niños mayores,"['Buddy', ' Comedy', ' Docuseries']"
s287,TV Show,Disney Channel Games 2008,Desconocido,No Disponible,2021-02-26,2008,TV-G,1 Season,"Game Show / Competition, Sports, Variety",disney,Para todas las edades / niños pequeños,"['Game Show / Competition', ' Sports', ' Variety']"
s288,TV Show,Disney Roll It Back (Shorts),Desconocido,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",2021-02-26,2019,TV-Y7,1 Season,"Comedy, Docuseries, Family",disney,Para niños mayores,"['Comedy', ' Docuseries', ' Family']"
s289,TV Show,Dog With a Blog,Desconocido,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",2021-02-26,2012,TV-G,3 Seasons,"Comedy, Fantasy",disney,Para todas las edades / niños pequeños,"['Comedy', ' Fantasy']"
s290,TV Show,Mickey Go Local,Desconocido,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",2021-02-26,2019,TV-G,1 Season,"Animation, Comedy, Kids",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Kids']"
s291,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,2021-02-26,2021,TV-G,12 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s292,Movie,Okavango: River of Dreams,"Dereck Joubert, Beverly Joubert",Dereck Joubert,2021-02-26,2020,TV-PG,95 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s293,TV Show,Pair of Kings,Desconocido,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",2021-02-26,2010,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Coming of Age",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Coming of Age']"
s294,TV Show,Secrets of Sulphur Springs,Desconocido,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",2021-02-26,2021,TV-PG,1 Season,"Family, Fantasy, Mystery",disney,Para niños mayores,"['Family', ' Fantasy', ' Mystery']"
s295,Movie,Shanghai Disney Resort Grand Opening Gala,Desconocido,No Disponible,2021-02-26,2016,TV-G,24 min,Variety,disney,Para todas las edades / niños pequeños,['Variety']
s296,Movie,Cheaper By the Dozen,Shawn Levy,"Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo",2021-02-19,2003,PG,99 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s297,Movie,Cheaper by the Dozen 2,Adam Shankman,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling, Piper Perabo, Carmen Electra",2021-02-19,2005,PG,95 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s298,Movie,Flora & Ulysses,Lena Khan,"Matilda Lawler, Alyson Hannigan, Ben Schwartz, Anna Deavere Smith, Danny Pudi, Benjamin Evan Ainsworth",2021-02-19,2021,PG,95 min,"Comedy, Coming of Age, Drama",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Drama']"
s299,Movie,The Book of Life,Jorge R. GutiÃ©rrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman, Christina Applegate, Ice Cube",2021-02-19,2014,PG,101 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s300,TV Show,The Muppet Show,Desconocido,"Jim Henson, Frank Oz, Dave Goelz, Richard Hunt, Eren Ozker, John Lovelady",2021-02-19,1976,TV-PG,5 Seasons,"Comedy, Family, Variety",disney,Para niños mayores,"['Comedy', ' Family', ' Variety']"
s301,TV Show,Marvel Battleworld: Mystery of the Thanostones,Desconocido,"Giles Panton, Rebecca Shoichet, Jesse Inocalla, Brad Swaile, Deven Mack, Ian Hanlin",2021-02-12,2020,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Fantasy']"
s302,Movie,Marvel's Behind the Mask,Desconocido,No Disponible,2021-02-12,2021,TV-14,65 min,"Anthology, Documentary",disney,Para adolescentes,"['Anthology', ' Documentary']"
s303,Movie,Rodgers & Hammerstein's Cinderella,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo MontalbÃ¡n, Whoopi Goldberg, Victor Garber",2021-02-12,1997,G,86 min,"Comedy, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Fantasy']"
s304,Movie,You Again,Andy Fickman,"Kristen Bell, Sigourney Weaver, Jamie Lee Curtis, Odette Yustman, Kristin Chenoweth, Victor Garber",2021-02-12,2010,PG,106 min,Comedy,disney,Para niños mayores,['Comedy']
s305,Movie,Disney My Music Story: Yoshiki,Kentaro Takayanagi,YOSHIKI,2021-02-05,2019,TV-PG,48 min,"Biographical, Documentary, Music",disney,Para niños mayores,"['Biographical', ' Documentary', ' Music']"
s306,Movie,Expedition Everest,Katie Bauer Murdock,Tate Donovan,2021-02-05,2020,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s307,Movie,Upside-Down Magic,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina",2021-02-05,2020,TV-PG,97 min,"Coming of Age, Fantasy",disney,Para niños mayores,"['Coming of Age', ' Fantasy']"
s308,TV Show,Wicked Tuna: Outer Banks,Desconocido,Bill Ratner,2021-02-05,2013,TV-14,7 Seasons,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s309,TV Show,Dinosaurs,Desconocido,No Disponible,2021-01-29,1991,TV-PG,4 Seasons,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s310,Movie,Texas Storm Squad,Natalie Hewit,Sam Douglas,2021-01-29,2020,TV-14,44 min,Documentary,disney,Para adolescentes,['Documentary']
s311,TV Show,Pixar Popcorn,Desconocido,"Ellen DeGeneres, Craig T. Nelson, Holly Hunter, Keegan-Michael Key, Jordan Peele",2021-01-22,2021,TV-PG,1 Season,"Animation, Anthology, Family",disney,Para niños mayores,"['Animation', ' Anthology', ' Family']"
s312,Movie,Wild Uganda,Harald Pokieser,Russell Boulter,2021-01-22,2018,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s313,TV Show,Elena of Avalor,Desconocido,"Aimee Carrero, Jenna Ortega, Keith Ferguson, Jillian Reed, Carlos Alazraqui, Mikey Kelley",2021-01-15,2015,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Fantasy']"
s314,Movie,Isle of Dogs,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray",2021-01-15,2018,PG-13,102 min,"Action-Adventure, Animation, Comedy",disney,Para adolescentes,"['Action-Adventure', ' Animation', ' Comedy']"
s315,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies",2021-01-15,2018,PG,140 min,"Family, Fantasy, Musical",disney,Para niños mayores,"['Family', ' Fantasy', ' Musical']"
s316,TV Show,WandaVision,Desconocido,"Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Randall Park, Kat Dennings",2021-01-15,2021,TV-14,1 Season,"Drama, Fantasy, Mystery",disney,Para adolescentes,"['Drama', ' Fantasy', ' Mystery']"
s317,TV Show,Disney Fam Jam,Desconocido,"Phil Wright, Ariel Martin, Trevor Tordjman",2021-01-08,2020,TV-G,1 Season,"Family, Game Show / Competition, Reality",disney,Para todas las edades / niños pequeños,"['Family', ' Game Show / Competition', ' Reality']"
s318,Movie,Ferdinand,Carlos Saldanha,"Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Carlos Saldanha, Jeremy Sisto",2021-01-08,2017,PG,111 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s319,TV Show,Marvel Studios LEGENDS,Desconocido,No Disponible,2021-01-08,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Fantasy",disney,Para adolescentes,"['Action-Adventure', ' Docuseries', ' Fantasy']"
s320,Movie,Toy Story: That Time Forgot,Steve Purcell,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin McKidd, Emily Hahn, Wallace Shawn",2021-01-08,2014,TV-G,22 min,"Action-Adventure, Animation, Comedy",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Comedy']"
s321,Movie,700 Sharks,Luc Marescot,Paul Bandey,2021-01-01,2018,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s322,Movie,Big Sharks Rule,Desconocido,Lance Lewman,2021-01-01,2018,TV-14,45 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s323,Movie,Dr. Seuss' Horton Hears a Who!,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",2021-01-01,2008,G,88 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s324,Movie,Great Shark Chow Down,Mark Woodward,Dan Nachtrab,2021-01-01,2019,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s325,Movie,Mega Hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,2021-01-01,2016,TV-PG,43 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s326,Movie,Burrow,Madeline Sharafian,No Disponible,2020-12-25,2020,G,6 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s327,TV Show,Cosmos: Possible Worlds,Desconocido,Neil deGrasse Tyson,2020-12-25,2020,TV-14,1 Season,"Action-Adventure, Docuseries, Family",disney,Para adolescentes,"['Action-Adventure', ' Docuseries', ' Family']"
s328,TV Show,Disney Gallery / Star Wars: The Mandalorian,Desconocido,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",2020-12-25,2020,TV-PG,2 Seasons,"Action-Adventure, Docuseries, Family",disney,Para niños mayores,"['Action-Adventure', ' Docuseries', ' Family']"
s329,Movie,Max Keeble's Big Move,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey, Josh Peck, Nora Dunn",2020-12-25,2001,PG,88 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s330,Movie,Soul,Pete Docter,"Jamie Foxx, Tina Fey, Angela Bassett, Ahmir-Khalib ""Questlove"" Thompson, Phylicia Rashad, Daveed Diggs",2020-12-25,2020,PG,107 min,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s331,Movie,Arendelle Castle Yule Log,Desconocido,No Disponible,2020-12-18,2020,TV-G,180 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s332,Movie,Buried Truth of the Maya,Desconocido,Josh Bernstein,2020-12-18,2020,TV-PG,48 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s333,TV Show,Disney Parks Sunrise Series,Desconocido,No Disponible,2020-12-18,2021,TV-G,1 Season,"Animals & Nature, Docuseries, Family",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Family']"
s334,Movie,Dory's Reef Cam,Michal Makarewicz,No Disponible,2020-12-18,2020,TV-G,182 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s335,Movie,Into the Woods,Rob Marshall,"Meryl Streep, Emily Blunt, James Corden, Anna Kendrick, Chris Pine, Tracey Ullman",2020-12-18,2014,PG,126 min,"Action-Adventure, Fantasy, Musical",disney,Para niños mayores,"['Action-Adventure', ' Fantasy', ' Musical']"
s336,Movie,"Miraculous World: New York, United Heroez",Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Selah Victor, Sabrina Weisz",2020-12-18,2020,TV-Y7-FV,60 min,"Action-Adventure, Animation, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Fantasy']"
s337,TV Show,On Pointe,Desconocido,No Disponible,2020-12-18,2020,TV-PG,1 Season,"Docuseries, Family",disney,Para niños mayores,"['Docuseries', ' Family']"
s338,TV Show,Wild Nordic,Desconocido,Dan Nachtrab,2020-12-18,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Reality']"
s339,Movie,Disney Channel's Epic Holiday Showdown,Desconocido,No Disponible,2020-12-11,2020,TV-G,50 min,"Fantasy, Variety",disney,Para todas las edades / niños pequeños,"['Fantasy', ' Variety']"
s340,Movie,Disney Holiday Magic Quest,Desconocido,No Disponible,2020-12-11,2020,TV-G,46 min,Movies,disney,Para todas las edades / niños pequeños,['Movies']
s341,Movie,Gender Revolution: A Journey With Katie Couric,Desconocido,Katie Couric,2020-12-11,2017,TV-14,93 min,Documentary,disney,Para adolescentes,['Documentary']
s342,Movie,High School Musical: The Musical: The Holiday Special,Desconocido,"Olivia Rodrigo, Joshua Bassett, Sofia Wylie, Matt Cornett, Larry Saperstein, Julia Lester",2020-12-11,2020,TV-G,46 min,"Drama, Music, Romance",disney,Para todas las edades / niños pequeños,"['Drama', ' Music', ' Romance']"
s343,Movie,Ralph Breaks the Internet,"Rich Moore, Phil Johnston","John C. Reilly, Sarah Silverman, Gal Gadot, Jane Lynch, Jack McBrayer, Alan Tudyk",2020-12-11,2018,PG,116 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s344,Movie,Safety,Reginald Hudlin,"Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave, James Badge Dale, Hunter Sansone",2020-12-11,2020,PG,123 min,"Biographical, Drama, Sports",disney,Para niños mayores,"['Biographical', ' Drama', ' Sports']"
s345,Movie,Anastasia,"Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters",2020-12-04,1997,G,95 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s346,Movie,Godmothered,Sharon Maguire,"June Squibb, Jillian Bell, Jane Curtin, Carlease Burke, Sonia Manzano, Erica Parks",2020-12-04,2020,PG,113 min,"Comedy, Family, Fantasy",disney,Para niños mayores,"['Comedy', ' Family', ' Fantasy']"
s347,Movie,Man vs. Shark,Desconocido,"Jeremiah Sullivan, Dave Hoffman",2020-12-04,2019,TV-PG,45 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s348,Movie,Mulan,Niki Caro,"Yifei Liu, Donnie Yen, Gong Li, Jet Li, Jason Lee, Yoson An",2020-12-04,2020,PG-13,117 min,"Action-Adventure, Coming of Age, Drama",disney,Para adolescentes,"['Action-Adventure', ' Coming of Age', ' Drama']"
s349,Movie,Sky High,Mike Mitchell,"Kelly Preston, Lynda Carter, Michael Angarano, Danielle Panabaker, Mary Elizabeth Winstead, Bruce Campbell",2020-12-04,2005,PG,101 min,"Action-Adventure, Comedy, Family",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Family']"
s350,Movie,The Disney Holiday Singalong,Desconocido,"Ryan Seacrest, Andrea Bocelli, BTS , Michael BublÃ©, Ciara , Chloe x Halle",2020-12-04,2020,TV-G,45 min,"Family, Music, Variety",disney,Para todas las edades / niños pequeños,"['Family', ' Music', ' Variety']"
s351,Movie,The Nutcracker and the Four Realms,"Lasse HallstrÃ¶m, Joe Johnston","Keira Knightley, Mackenzie Foy, Eugenio Derbez, Jayden Fowora-Knight, Matthew Macfadyen, Richard Grant",2020-12-04,2018,PG,101 min,"Action-Adventure, Family, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Fantasy']"
s352,Movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette, Kerris Dorsey, Jennifer Coolidge",2020-11-27,2014,PG,83 min,"Comedy, Coming of Age, Family",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Family']"
s353,Movie,Black Beauty,Ashley Avis,"Mackenzie Foy, Kate Winslet, Iain Glen, Calam Lynch, Claire Forlani, Fern Deacon",2020-11-27,2020,TV-PG,111 min,"Animals & Nature, Coming of Age, Drama",disney,Para niños mayores,"['Animals & Nature', ' Coming of Age', ' Drama']"
s354,Movie,From Our Family to Yours,Angela Affinita,No Disponible,2020-11-27,2020,TV-G,3 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s355,TV Show,Once Upon a Time in Wonderland,Desconocido,"Sophie Lowe, Michael Socha, Peter Gadiot, Emma Rigby, Naveen Andrews, John Lithgow",2020-11-27,2013,TV-PG,1 Season,"Action-Adventure, Fantasy, Soap Opera / Melodrama",disney,Para niños mayores,"['Action-Adventure', ' Fantasy', ' Soap Opera / Melodrama']"
s356,TV Show,Party Animals,Desconocido,No Disponible,2020-11-27,2016,TV-G,1 Season,"Animals & Nature, Kids, Music",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Kids', ' Music']"
s357,Movie,Folklore: the long pond studio sessions,Desconocido,"Taylor Swift, Aaron Dessner, Jack Antonoff, Justin Vernon",2020-11-25,2020,TV-14,107 min,"Documentary, Music",disney,Para adolescentes,"['Documentary', ' Music']"
s358,TV Show,Bia,Desconocido,"Isabela Souza, Giulia Guerrini, Julio PeÃ±a, Guido Messina, Andrea de Alba, Agustina Palma",2020-11-20,2019,TV-G,1 Season,"Coming of Age, Drama, Music",disney,Para todas las edades / niños pequeños,"['Coming of Age', ' Drama', ' Music']"
s359,TV Show,Marvel's 616,Desconocido,No Disponible,2020-11-20,2020,TV-14,1 Season,"Anthology, Docuseries",disney,Para adolescentes,"['Anthology', ' Docuseries']"
s360,Movie,Planes,Klay Hall,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher, Julia Louis-Dreyfus, Priyanka Chopra",2020-11-20,2013,PG,94 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s361,Movie,Planes: Fire & Rescue,Bobs Gannaway,"Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong, John Higgins, Hal Holbrook",2020-11-20,2014,PG,85 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s362,Movie,The Real Right Stuff,Desconocido,No Disponible,2020-11-20,2020,TV-PG,90 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s363,TV Show,The Wonderful World of Mickey Mouse,Desconocido,"Chris Diamantopoulos, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille",2020-11-18,2020,TV-G,1 Season,"Action-Adventure, Animation, Anthology",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Anthology']"
s364,Movie,LEGO Star Wars Holiday Special,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",2020-11-17,2020,TV-Y7-FV,48 min,"Action-Adventure, Animation, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Comedy']"
s365,Movie,Home Alone,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara",2020-11-13,1990,PG,103 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s366,Movie,Home Alone 2: Lost in New York,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Devin Ratray, Catherine O'Hara",2020-11-13,1992,PG,121 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s367,Movie,Home Alone 3,Raja Gosnell,"Alex D. Linz, Haviland Morris, Olek Krupa",2020-11-13,1997,PG,103 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s368,TV Show,Inside Pixar,Desconocido,No Disponible,2020-11-13,2020,TV-PG,1 Season,"Docuseries, Family",disney,Para niños mayores,"['Docuseries', ' Family']"
s369,Movie,Petra: Secrets of the Ancient Builders,"Thierry Fessard, Yohann Thiriet",Bert Morris,2020-11-13,2019,TV-G,45 min,"Documentary, Historical",disney,Para todas las edades / niños pequeños,"['Documentary', ' Historical']"
s370,Movie,Ultimate Viking Sword,Peter Yost,Jay Sanders,2020-11-13,2019,TV-PG,45 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s371,Movie,Disney's A Christmas Carol,Robert Zemeckis,"Jim Carrey, Gary Oldman, Colin Firth, Bob Hoskins, Robin Penn, Cary Elwes",2020-11-06,2009,PG,97 min,"Animation, Fantasy",disney,Para niños mayores,"['Animation', ' Fantasy']"
s372,TV Show,Fancy Nancy (Shorts),Desconocido,"Mia Sinclair Jenness, Dana Heath, Spencer Moss, Alyson Hannigan",2020-11-06,2019,TV-Y,1 Season,"Animation, Kids",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids']"
